rank,symbol,name,sector,idx,score,mom12_pct,upratio63_pct,amt20_musd,vol_cv,ret_1w_pct,ret_1m_pct,dd52w_pct,close,mktcap_busd,top10pct,n_universe,date
547,MDB,MongoDB  Inc. - Class A Common Stock,Technology,,2.042,40.6,49.2,588.6,0.9,-6.4,44.0,-8.8,430.83,35.32,0,3376,20260821
548,SRRK,Scholar Rock Holding Corporation - Commo,Healthcare,,2.042,43.8,54.0,53.0,0.73,7.6,14.2,-2.5,56.5,6.34,0,3376,20260821
549,TGT,Target Corporation Common Stock,Consumer Defensive,SP500,2.04,40.7,49.2,558.4,0.37,7.1,23.0,0.0,165.44,68.59,0,3376,20260821
550,KOP,Koppers Holdings Inc. Common Stock,Basic Materials,,2.038,72.1,58.7,8.0,0.42,-4.1,-9.5,-13.6,45.19,0.87,0,3376,20260821
551,AAMI,Acadian Asset Management Inc. Common Sto,Financial Services,,2.038,72.1,54.0,29.7,0.87,-0.2,15.0,-0.9,92.3,3.26,0,3376,20260821
552,PGC,Peapack-Gladstone Financial Corporation ,Financial Services,,2.038,68.3,58.7,8.7,0.62,-2.4,-0.2,-5.7,45.58,0.82,0,3376,20260821
553,SPG,Simon Property Group  Inc. Common Stock,Real Estate,SP500,2.038,35.5,50.8,249.9,0.67,-0.6,-3.1,-7.8,218.29,71.72,0,3376,20260821
554,MTZ,MasTec  Inc. Common Stock,Industrials,,2.037,108.0,46.0,428.2,0.61,-10.5,-25.8,-39.1,266.26,22.57,0,3376,20260821
555,TGTX,TG Therapeutics  Inc. - Common Stock,Healthcare,,2.036,96.0,49.2,120.7,0.56,11.3,-2.2,-8.1,54.27,7.54,0,3376,20260821
556,MAR,Marriott International - Class A Common ,Consumer Cyclical,SP500,2.036,39.5,49.2,607.5,0.37,-0.1,-2.2,-11.5,356.39,91.14,0,3376,20260821
557,DCI,Donaldson Company  Inc. Common Stock,Industrials,,2.035,23.8,57.1,47.9,0.51,-2.8,2.3,-15.1,93.25,10.81,0,3376,20260821
558,CIEN,Ciena Corporation Common Stock,Technology,SP500,2.035,370.4,42.9,830.3,0.59,-7.7,-2.9,-36.9,395.79,55.56,0,3376,20260821
559,FNB,F.N.B. Corporation Common Stock,Financial Services,,2.032,22.0,57.1,51.4,0.57,-4.9,-1.8,-4.9,18.53,6.75,0,3376,20260821
560,ON,ON Semiconductor Corporation - Common St,Technology,SP500,2.032,82.2,46.0,775.8,0.52,-10.2,-17.7,-44.6,74.21,31.75,0,3376,20260821
561,BE,Bloom Energy Corporation Class A Common ,Industrials,,2.032,388.2,41.3,3258.7,0.58,-12.4,-7.3,-41.8,201.45,69.02,0,3376,20260821
562,ARM,Arm Holdings plc - American Depositary S,Technology,,2.032,115.8,44.4,1339.8,0.63,-12.9,-14.0,-44.6,243.32,266.29,0,3376,20260821
563,GPRE,Green Plains  Inc. - Common Stock,Basic Materials,,2.032,125.7,54.0,18.5,0.51,4.2,-5.5,-15.5,16.25,1.06,0,3376,20260821
564,FOXA,Fox Corporation - Class A Common Stock,Communication Services,SP500,2.032,-5.7,57.1,312.1,0.89,-0.7,24.4,-9.5,68.54,26.89,0,3376,20260821
565,CB,Chubb Limited  Common Stock,Financial Services,SP500,2.032,27.1,50.8,474.4,0.41,-0.8,-3.5,-6.2,340.99,132.28,0,3376,20260821
566,ASB,Associated Banc-Corp Common Stock,Financial Services,,2.031,23.8,58.7,35.4,0.48,-4.6,1.9,-4.6,30.84,5.82,0,3376,20260821
567,LEA,Lear Corporation Common Stock,Consumer Cyclical,,2.031,41.8,52.4,87.6,0.47,2.9,-9.8,-13.5,128.54,8.12,0,3376,20260821
568,TFIN,Triumph Financial  Inc. Common Stock,Financial Services,,2.028,47.7,60.3,10.6,0.59,-4.2,-6.2,-7.6,74.95,1.86,0,3376,20260821
569,QMCO,Quantum Corporation - Common Stock,,,2.026,70.6,52.4,48.2,1.32,-14.8,92.6,-14.8,22.25,0.97,0,3376,20260821
570,MAS,Masco Corporation Common Stock,Industrials,SP500,2.026,7.4,55.6,180.2,0.5,-1.4,-5.2,-11.5,73.29,15.01,0,3376,20260821
571,RKLB,Rocket Lab Corporation - Common Stock,Industrials,,2.025,72.0,46.0,1336.7,0.45,-9.6,3.7,-51.7,72.57,51.31,0,3376,20260821
572,PR,Permian Resources Corporation Class A Co,Energy,,2.025,66.9,49.2,170.9,0.43,10.5,11.1,-0.5,23.75,17.67,0,3376,20260821
573,BAP,Credicorp Ltd. Common Stock,Financial Services,,2.024,63.0,50.8,90.3,0.74,-1.9,-2.2,-5.8,378.97,29.3,0,3376,20260821
574,SPXC,SPX Technologies  Inc. Common Stock,Industrials,,2.024,18.0,55.6,87.8,1.42,-4.7,-5.7,-15.9,207.2,10.9,0,3376,20260821
575,SMFG,Sumitomo Mitsui Financial Group Inc Unsp,Financial Services,,2.023,54.9,54.0,37.8,0.3,-4.8,-3.3,-5.5,25.05,167.22,0,3376,20260821
576,CIFR,Cipher Digital Inc. - Common Stock,Technology,,2.022,333.9,42.9,679.1,0.34,-11.7,-38.9,-46.0,15.77,7.14,0,3376,20260821
577,ABT,Abbott Laboratories Common Stock,Healthcare,SP500,2.021,-22.7,58.7,731.7,0.54,4.8,15.8,-13.3,116.64,194.98,0,3376,20260821
578,GHM,Graham Corporation Common Stock,Industrials,,2.021,119.7,54.0,17.9,0.57,-11.0,-3.8,-18.0,101.49,1.21,0,3376,20260821
579,BLTE,Belite Bio  Inc - American Depositary Sh,Healthcare,,2.021,146.4,52.4,28.1,0.48,-1.1,3.1,-15.4,161.06,6.52,0,3376,20260821
580,BANC,Banc of California  Inc. Common Stock,Financial Services,,2.021,39.3,54.0,54.7,0.57,-5.6,-12.8,-14.6,18.64,3.0,0,3376,20260821
581,ANRO,Alto Neuroscience  Inc. Common Stock,Healthcare,,2.021,682.8,54.0,11.6,1.16,6.7,27.7,-1.7,34.28,1.37,0,3376,20260821
582,EDRY,EuroDry Ltd. - Common Shares,Industrials,,2.019,136.2,58.7,3.8,1.12,28.1,88.2,0.0,46.85,0.13,0,3376,20260821
583,RBC,RBC Bearings Incorporated Common Stock,Industrials,,2.019,51.6,50.8,116.8,0.39,-9.8,-15.1,-22.1,505.63,17.74,0,3376,20260821
584,NXE,Nexgen Energy Ltd. Common Shares,Energy,,2.019,45.0,54.0,46.1,0.5,4.5,15.9,-22.0,10.86,7.07,0,3376,20260821
585,KB,KB Financial Group Inc,Financial Services,,2.019,54.2,55.6,23.3,0.48,-1.7,-2.4,-4.9,117.96,41.3,0,3376,20260821
586,PSMT,PriceSmart  Inc. - Common Stock,Consumer Defensive,,2.017,72.4,52.4,44.5,0.45,-4.1,-7.4,-12.6,172.87,5.55,0,3376,20260821
587,NYT,New York Times Company (The) Common Stoc,Communication Services,,2.017,18.5,54.0,142.6,0.6,1.4,-6.4,-23.3,65.69,10.31,0,3376,20260821
588,BUSE,First Busey Corporation - Common Stock,Financial Services,,2.017,31.2,58.7,23.3,0.37,-3.0,2.5,-4.1,30.3,2.49,0,3376,20260821
589,KHC,The Kraft Heinz Company - Common Stock,Consumer Defensive,SP500,2.016,-1.3,55.6,358.4,0.27,0.3,0.9,-7.4,25.58,29.23,0,3376,20260821
590,MRVI,Maravai LifeSciences Holdings  Inc. - Cl,Healthcare,,2.016,186.6,52.4,24.9,0.8,51.6,22.6,0.0,8.64,0.86,0,3376,20260821
591,AWK,American Water Works Company  Inc. Commo,Utilities,SP500,2.016,-5.8,57.1,280.6,0.44,-0.6,0.7,-5.5,135.39,27.57,0,3376,20260821
592,PEBO,Peoples Bancorp Inc. - Common Stock,Financial Services,,2.016,39.7,61.9,11.3,0.63,-3.2,0.7,-5.1,40.06,1.49,0,3376,20260821
593,PVLA,Palvella Therapeutics  Inc. - Common Sto,Healthcare,,2.015,183.9,52.4,25.1,0.64,-9.0,-0.8,-10.0,142.04,2.26,0,3376,20260821
594,FICO,Fair Isaac Corporation Common Stock,Technology,SP500,2.015,-10.3,57.1,427.0,0.52,8.0,-2.8,-37.6,1172.67,22.49,0,3376,20260821
595,BDX,Becton  Dickinson and Company Common Sto,Healthcare,SP500,2.013,0.1,55.6,289.0,0.73,4.7,25.5,0.0,192.0,47.02,0,3376,20260821
596,BRUN,Boost Run Inc. - Class A Common Stock,Technology,,2.012,133.7,50.8,48.6,0.52,-14.9,-18.7,-50.2,19.51,1.19,0,3376,20260821
597,PWR,Quanta Services  Inc. Common Stock,Industrials,SP500,2.012,74.1,46.0,726.8,0.67,-6.8,-2.2,-18.6,639.34,101.15,0,3376,20260821
598,NIC,Nicolet Bankshares Inc. Common Stock,Financial Services,,2.012,31.0,58.7,22.7,1.55,-3.2,2.6,-3.2,173.23,3.72,0,3376,20260821
599,APLE,Apple Hospitality REIT  Inc. Common Shar,Real Estate,,2.01,44.4,54.0,45.2,0.4,3.7,0.4,-2.3,16.67,3.86,0,3376,20260821
600,GLW,Corning Incorporated Common Stock,Technology,SP500,2.01,144.2,42.9,1842.6,0.56,-9.7,-4.0,-41.4,149.84,135.62,0,3376,20260821
601,LH,Labcorp Holdings Inc. Common Stock,Healthcare,SP500,2.01,5.8,55.6,182.2,0.41,5.7,15.6,0.0,336.34,26.15,0,3376,20260821
602,FN,Fabrinet Ordinary Shares,Technology,,2.01,84.7,46.0,489.8,0.94,-23.4,-15.7,-41.5,436.67,20.15,0,3376,20260821
603,CW,Curtiss-Wright Corporation Common Stock,Industrials,,2.01,56.3,49.2,198.7,0.6,-9.2,-15.3,-19.9,634.99,23.45,0,3376,20260821
604,PLD,Prologis  Inc. Common Stock,Real Estate,SP500,2.007,36.0,49.2,565.5,0.56,0.5,-2.3,-5.5,141.8,134.2,0,3376,20260821
605,TSEM,Tower Semiconductor Ltd. - Ordinary Shar,Technology,,2.006,420.3,42.9,472.1,0.49,-16.2,-14.5,-29.7,222.59,29.81,0,3376,20260821
606,WPM,Wheaton Precious Metals Corp Common Shar,Basic Materials,,2.006,18.4,52.4,278.1,0.46,17.6,43.4,-4.5,157.78,60.27,0,3376,20260821
607,KMX,CarMax Inc,Consumer Cyclical,,2.006,1.0,58.7,103.2,0.55,3.7,6.4,-0.1,62.13,8.26,0,3376,20260821
608,XHR,Xenia Hotels & Resorts  Inc. Common Stoc,Real Estate,,2.005,64.0,57.1,11.1,0.58,1.4,-7.7,-11.0,19.42,1.78,0,3376,20260821
609,KTB,Kontoor Brands  Inc. Common Stock,Consumer Cyclical,,2.005,19.2,57.1,51.6,0.5,-3.4,-1.6,-7.0,82.01,4.14,0,3376,20260821
610,TGB,Trekor Metals Limited Common Shares,Basic Materials,,2.004,135.0,50.8,46.3,0.35,10.1,26.6,0.0,9.19,3.21,0,3376,20260821
611,COF,Capital One Financial Corporation Common,Financial Services,SP500,2.003,-5.8,55.6,576.2,0.41,-4.1,9.0,-14.8,217.91,133.68,0,3376,20260821
612,GOOGL,Alphabet Inc. - Class A Common Stock,Communication Services,SP500,2.003,59.8,46.0,9205.3,0.48,-0.3,8.5,-14.3,344.82,4372.45,0,3376,20260821
613,HIW,Highwoods Properties  Inc. Common Stock,Real Estate,,2.002,18.7,60.3,32.5,1.28,-0.3,-4.2,-8.7,31.4,3.41,0,3376,20260821
614,MSM,MSC Industrial Direct Company  Inc. Comm,Industrials,,2.002,49.0,52.4,63.4,0.45,-3.2,-4.8,-5.9,119.81,6.67,0,3376,20260821
615,VISN,Vistance Networks  Inc.  - Common Stock,Technology,,2.001,55.8,50.8,94.6,0.5,-2.8,-6.1,-13.0,11.21,2.62,0,3376,20260821
616,KRNY,Kearny Financial - Common Stock,Financial Services,,2.0,56.6,61.9,6.2,0.7,1.1,6.7,-0.5,9.73,0.6,0,3376,20260821
617,KYTX,Kyverna Therapeutics  Inc. - Common Stoc,Healthcare,,2.0,112.5,57.1,6.1,0.83,3.1,15.5,-25.2,8.42,0.49,0,3376,20260821
618,MTN,Vail Resorts  Inc. Common Stock,Consumer Cyclical,,2.0,-0.4,63.5,74.0,0.58,3.0,6.1,-4.5,152.81,5.29,0,3376,20260821
619,MA,Mastercard Incorporated Common Stock,Financial Services,SP500,1.997,-10.0,55.6,1546.0,0.4,2.0,9.5,-2.5,580.63,491.83,0,3376,20260821
620,PAYX,Paychex  Inc. - Common Stock,Technology,SP500,1.997,-17.7,58.7,328.7,0.35,2.0,12.5,-8.7,124.47,44.6,0,3376,20260821
621,OMC,Omnicom Group Inc. Common Stock,Communication Services,SP500,1.997,4.3,55.6,184.6,0.95,-0.0,12.4,-0.9,87.54,25.18,0,3376,20260821
622,IR,Ingersoll Rand Inc. Common Stock,Industrials,SP500,1.997,6.7,54.0,295.3,0.39,-3.4,-4.5,-18.4,80.51,33.13,0,3376,20260821
623,FULT,Fulton Financial Corporation - Common St,Financial Services,,1.997,35.3,55.6,36.7,0.37,-4.1,-2.6,-6.2,23.64,4.64,0,3376,20260821
624,TDOC,Teladoc Health  Inc. Common Stock,Healthcare,,1.996,19.9,58.7,36.1,0.68,-6.2,-26.2,-34.3,6.39,1.19,0,3376,20260821
625,SJM,The J.M. Smucker Company Common Stock,Consumer Defensive,SP500,1.996,5.6,57.1,104.6,0.51,2.4,7.4,-1.6,124.32,12.97,0,3376,20260821
626,MTCH,Match Group  Inc. - Common Stock,Communication Services,,1.996,3.4,57.1,119.9,0.41,7.7,9.3,-0.9,40.87,8.53,0,3376,20260821
627,KVUE,Kenvue Inc. Common Stock,Consumer Defensive,SP500,1.995,-9.4,57.1,321.3,0.43,-0.7,0.8,-8.6,19.06,36.58,0,3376,20260821
628,ACIW,ACI Worldwide  Inc. - Common Stock,Technology,,1.994,15.8,57.1,58.0,0.46,-3.0,-4.9,-13.8,51.86,5.27,0,3376,20260821
629,CDE,Coeur Mining  Inc. Common Stock,Basic Materials,,1.993,33.2,49.2,666.7,0.77,11.5,37.6,-22.7,20.97,21.7,0,3376,20260821
630,DXCM,DexCom  Inc. - Common Stock,Healthcare,SP500,1.992,-13.7,57.1,473.5,0.33,2.9,31.0,0.0,92.34,34.85,0,3376,20260821
631,MEC,Mayville Engineering Company  Inc. Commo,Industrials,,1.992,115.7,54.0,15.5,0.44,-9.8,-28.5,-42.1,21.73,0.57,0,3376,20260821
632,TOST,Toast  Inc. Class A Common Stock,Technology,,1.992,-33.0,65.1,320.1,0.75,5.4,29.0,-18.8,36.64,19.84,0,3376,20260821
633,MUR,Murphy Oil Corporation Common Stock,Energy,,1.991,82.7,50.8,59.1,0.41,8.2,-5.1,-11.7,37.41,5.05,0,3376,20260821
634,FROG,JFrog Ltd. - Ordinary shares,Technology,,1.991,82.0,47.6,196.4,1.13,-4.2,13.4,-6.1,92.13,10.84,0,3376,20260821
635,ITGR,Integer Holdings Corporation Common Stoc,Healthcare,,1.991,-9.1,58.7,190.4,1.92,-0.0,28.4,-0.7,125.2,4.25,0,3376,20260821
636,XEL,Xcel Energy Inc. - Common Stock,Utilities,SP500,1.99,13.8,52.4,364.7,0.4,-3.6,-5.5,-7.7,76.3,49.45,0,3376,20260821
637,DHR,Danaher Corporation Common Stock,Healthcare,SP500,1.99,-8.3,55.6,754.2,0.71,8.1,13.7,-9.2,218.85,153.85,0,3376,20260821
638,PBT,Permian Basin Royalty Trust Common Stock,Energy,,1.99,84.6,58.7,5.0,0.59,4.8,17.2,-0.8,34.27,1.56,0,3376,20260821
639,SU,Suncor Energy  Inc. Common Stock,Energy,,1.99,74.5,47.6,219.1,0.49,4.0,3.0,-1.2,68.42,78.71,0,3376,20260821
640,EC,Ecopetrol S.A. American Depositary Share,Energy,,1.989,92.2,52.4,31.9,0.54,2.1,7.3,-2.0,17.53,36.04,0,3376,20260821
641,OSBC,Old Second Bancorp  Inc. - Common Stock,Financial Services,,1.988,35.3,65.1,10.5,0.43,-2.2,7.8,-2.2,25.33,1.31,0,3376,20260821
642,ARW,Arrow Electronics  Inc. Common Stock,Technology,,1.988,72.2,49.2,118.2,0.39,-1.5,-2.0,-10.2,210.85,10.46,0,3376,20260821
643,PII,Polaris Inc. Common Stock,Consumer Cyclical,,1.987,37.6,54.0,49.6,0.47,-7.3,-11.2,-13.8,64.39,3.91,0,3376,20260821
644,EMN,Eastman Chemical Company Common Stock,,,1.987,7.0,58.7,65.5,0.42,0.0,9.1,-6.8,74.09,8.42,0,3376,20260821
645,B,Barrick Mining Corporation Common Shares,Basic Materials,,1.987,53.0,47.6,432.9,0.39,14.4,28.1,-9.0,47.6,74.28,0,3376,20260821
646,MD,Pediatrix Medical Group  Inc. Common Sto,Healthcare,,1.987,57.2,55.6,18.1,0.43,-0.2,3.9,-3.0,26.57,2.12,0,3376,20260821
647,J,Jacobs Solutions Inc. Common Stock,Industrials,SP500,1.986,-9.0,63.5,113.5,0.54,3.7,13.7,-8.0,150.08,17.28,0,3376,20260821
648,EGBN,Eagle Bancorp  Inc. - Common Stock,Financial Services,,1.986,51.5,61.9,6.4,0.6,-1.9,2.3,-3.1,28.24,0.86,0,3376,20260821
649,CNXN,PC Connection  Inc. - Common Stock,Technology,,1.985,30.1,65.1,12.9,0.39,-3.9,-2.6,-10.2,77.93,1.97,0,3376,20260821
650,NWBI,Northwest Bancshares  Inc. - Common Stoc,Financial Services,,1.984,32.4,60.3,14.6,0.56,-2.1,0.9,-3.7,15.42,2.3,0,3376,20260821
651,MTA,Metalla Royalty & Streaming Ltd. Common ,Basic Materials,,1.984,78.7,58.7,5.1,0.41,14.3,47.4,-0.5,11.14,0.85,0,3376,20260821
652,MRCY,Mercury Systems Inc - Common Stock,Industrials,,1.982,64.8,50.8,72.2,0.61,-17.8,-14.1,-27.6,91.36,6.7,0,3376,20260821
653,AGL,agilon health  inc. Common Stock,Healthcare,,1.981,231.5,50.8,34.8,0.5,-0.3,-3.7,-25.6,96.58,1.57,0,3376,20260821
654,WWD,Woodward  Inc. - Common Stock,Industrials,,1.979,67.9,47.6,237.6,0.56,-7.4,-16.7,-21.4,343.26,21.62,0,3376,20260821
655,CTAS,Cintas Corporation - Common Stock,Industrials,SP500,1.979,-5.5,55.6,405.1,0.33,2.1,0.3,-5.9,203.79,81.55,0,3376,20260821
656,TEVA,Teva Pharmaceutical Industries Limited A,Healthcare,,1.979,77.1,47.6,193.2,0.5,1.6,19.8,-0.3,37.34,42.49,0,3376,20260821
657,BHE,Benchmark Electronics  Inc. Common Stock,Technology,,1.979,122.2,52.4,24.6,0.64,-11.1,-13.4,-26.4,72.64,2.64,0,3376,20260821
658,CLS,Celestica  Inc. Common Stock,Technology,,1.978,83.0,44.4,1035.3,0.55,-11.5,-11.4,-37.2,296.55,38.09,0,3376,20260821
659,ROP,Roper Technologies  Inc. - Common Stock,Technology,SP500,1.978,-33.7,65.1,294.9,0.52,3.1,16.0,-22.6,411.79,39.5,0,3376,20260821
660,AYI,Acuity Inc. Common Stock,Industrials,,1.978,4.3,58.7,74.0,0.7,-4.3,4.9,-8.9,343.1,10.44,0,3376,20260821
661,FORM,FormFactor  Inc. - Common Stock,Technology,,1.976,304.1,46.0,147.3,0.82,-13.3,1.3,-28.6,114.16,9.17,0,3376,20260821
662,CMPS,COMPASS Pathways Plc - American Deposito,Healthcare,,1.976,187.0,50.8,35.7,0.62,-0.9,13.8,-11.5,13.33,1.85,0,3376,20260821
663,AEO,American Eagle Outfitters  Inc. Common S,Consumer Cyclical,,1.975,42.6,52.4,64.6,0.52,0.0,-5.3,-41.6,16.17,2.79,0,3376,20260821
664,ODFL,Old Dominion Freight Line  Inc. - Common,Industrials,SP500,1.974,54.6,47.6,352.1,0.38,-2.1,-10.5,-17.0,206.47,44.73,0,3376,20260821
665,PNTG,The Pennant Group  Inc. - Common Stock,Healthcare,,1.973,58.2,57.1,10.4,0.53,-1.1,-2.3,-7.5,38.88,1.35,0,3376,20260821
666,FTDR,Frontdoor  Inc. - Common Stock,Consumer Cyclical,,1.973,19.8,57.1,43.3,0.46,-4.5,17.2,-9.1,82.59,6.38,0,3376,20260821
667,ARGX,argenx SE - American Depositary Shares,Healthcare,,1.973,39.9,49.2,275.4,0.41,22.1,12.5,0.0,1039.78,64.62,0,3376,20260821
668,AXS,Axis Capital Holdings Limited Common Sto,Financial Services,,1.972,18.4,55.6,66.1,0.44,-2.4,-13.9,-17.2,98.73,7.27,0,3376,20260821
669,CRBG,Corebridge Financial Inc. Common Stock,Financial Services,,1.972,-6.7,58.7,141.8,0.43,-7.3,3.6,-7.4,31.95,14.24,0,3376,20260821
670,KGS,Kodiak Gas Services  Inc. Common Stock,Energy,,1.972,82.4,49.2,94.0,0.52,-6.0,-5.9,-19.4,61.46,6.17,0,3376,20260821
671,BOH,Bank of Hawaii Corporation Common Stock,Financial Services,,1.971,34.3,57.1,22.0,0.45,-3.5,-8.6,-9.7,77.5,3.06,0,3376,20260821
672,SCSC,ScanSource  Inc. - Common Stock,Technology,,1.969,26.7,61.9,15.6,0.58,2.2,0.9,-7.7,54.35,1.08,0,3376,20260821
673,HLT,Hilton Worldwide Holdings Inc. Common St,Consumer Cyclical,SP500,1.969,18.9,50.8,571.7,0.82,-0.2,2.0,-6.7,326.63,70.0,0,3376,20260821
674,CNR,Core Natural Resources  Inc. Common Stoc,Energy,,1.968,25.4,55.6,46.7,0.42,-0.8,9.9,-15.9,95.13,4.72,0,3376,20260821
675,BLBD,Blue Bird Corporation - Common Stock,Industrials,,1.967,40.4,54.0,41.1,0.5,-4.5,-20.2,-24.1,61.89,1.94,0,3376,20260821
676,SBCF,Seacoast Banking Corporation of Florida ,Financial Services,,1.965,14.8,60.3,32.8,0.67,-4.2,4.8,-4.2,34.62,3.5,0,3376,20260821
677,VCEL,Vericel Corporation - Common Stock,Healthcare,,1.965,27.4,58.7,21.0,0.55,-3.4,-5.3,-11.7,42.68,2.27,0,3376,20260821
678,AEIS,Advanced Energy Industries  Inc. - Commo,Industrials,,1.965,113.7,46.0,209.6,0.84,-13.5,-9.3,-26.5,285.83,13.66,0,3376,20260821
679,GPN,Global Payments Inc. Common Stock,Industrials,SP500,1.963,-8.0,57.1,222.2,0.48,0.5,20.1,-1.4,93.49,22.79,0,3376,20260821
680,DSGN,Design Therapeutics  Inc. - Common Stock,Healthcare,,1.963,142.8,55.6,6.6,0.58,1.1,28.9,-6.0,14.99,0.94,0,3376,20260821
681,LNC,Lincoln National Corporation Common Stoc,Financial Services,,1.962,4.6,57.1,87.9,0.41,-7.3,3.2,-10.3,42.15,8.51,0,3376,20260821
682,CMBT,CMB.TECH NV Ordinary Shares,Energy,,1.961,105.0,54.0,13.9,0.38,4.7,15.6,0.0,18.05,5.24,0,3376,20260821
683,PAAS,Pan American Silver Corp. Common Stock,Basic Materials,,1.96,42.2,49.2,223.9,0.43,11.9,20.1,-22.3,53.07,19.93,0,3376,20260821
684,LPLA,LPL Financial Holdings Inc. - Common Sto,Financial Services,,1.96,-8.7,57.1,225.2,0.61,-2.5,11.8,-7.9,361.35,29.23,0,3376,20260821
685,TDY,Teledyne Technologies Incorporated Commo,Technology,SP500,1.96,20.2,52.4,169.1,0.46,-6.4,-2.3,-8.0,636.15,31.4,0,3376,20260821
686,COKE,Coca-Cola Consolidated  Inc. - Common St,Consumer Defensive,,1.96,50.9,50.8,83.3,0.44,-0.0,6.0,-12.7,189.1,12.59,0,3376,20260821
687,LECO,Lincoln Electric Holdings  Inc. - Common,Industrials,,1.959,6.2,55.6,127.3,0.44,-1.8,12.6,-5.1,281.82,15.49,0,3376,20260821
688,VIR,Vir Biotechnology  Inc. - Common Stock,Healthcare,,1.959,114.2,54.0,12.8,0.69,5.8,4.7,-11.8,9.78,1.61,0,3376,20260821
689,BSAC,Banco Santander - Chile ADS,Financial Services,,1.959,49.7,58.7,8.1,0.41,1.8,4.2,-1.5,35.16,16.29,0,3376,20260821
690,WNC,Wabash National Corporation Common Stock,Industrials,,1.959,35.5,60.3,11.1,0.97,-4.3,-9.6,-13.9,12.02,0.49,0,3376,20260821
691,AZZ,AZZ Inc.,Industrials,,1.959,36.4,55.6,28.0,0.49,-6.7,-7.6,-11.6,141.28,4.31,0,3376,20260821
692,EQH,Equitable Holdings  Inc. Common Stock,Financial Services,,1.958,-7.1,58.7,133.2,1.01,-7.9,3.1,-8.3,48.9,14.06,0,3376,20260821
693,CNO,CNO Financial Group  Inc. Common Stock,Financial Services,,1.958,38.2,55.6,26.7,0.66,-3.2,1.7,-3.9,53.52,4.95,0,3376,20260821
694,GEF,Greif Inc. Class A Common Stock,Consumer Cyclical,,1.957,18.4,65.1,20.6,0.43,0.6,14.5,-2.5,87.91,5.04,0,3376,20260821
695,ATMU,Atmus Filtration Technologies Inc. Commo,Consumer Cyclical,,1.957,26.0,57.1,29.0,0.61,-2.4,-6.2,-24.0,49.8,4.01,0,3376,20260821
696,IBKR,Interactive Brokers Group  Inc. - Class ,Financial Services,SP500,1.957,47.6,47.6,403.4,0.34,2.0,2.3,-3.6,93.87,41.08,0,3376,20260821
697,BP,BP p.l.c. Common Stock,Energy,,1.956,34.7,49.2,347.6,0.45,5.2,1.9,-5.0,44.76,116.25,0,3376,20260821
698,TYRA,Tyra Biosciences  Inc. - Common Stock,Healthcare,,1.955,200.8,52.4,17.2,0.8,3.0,-15.4,-34.2,26.05,1.56,0,3376,20260821
699,PRSU,Pursuit Attractions and Hospitality  Inc,Consumer Cyclical,,1.955,47.4,58.7,8.5,0.58,1.8,-5.3,-12.8,48.83,1.3,0,3376,20260821
700,SLB,SLB Limited Common Shares,Energy,SP500,1.955,45.4,47.6,454.1,0.53,0.2,14.1,-7.1,53.87,79.8,0,3376,20260821
701,STNG,Scorpio Tankers Inc. Common Shares,Energy,,1.954,73.7,50.8,54.2,0.47,-1.2,-1.1,-8.8,78.49,4.02,0,3376,20260821
702,JKHY,Jack Henry & Associates  Inc. - Common S,Technology,SP500,1.954,-8.1,58.7,140.5,0.79,8.4,12.1,-13.0,166.2,10.92,0,3376,20260821
703,HQL,abrdn Life Sciences Investors Shares of ,Financial Services,,1.954,59.3,65.1,3.5,0.41,6.1,14.0,-1.3,22.38,0.63,0,3376,20260821
704,AYA,Aya Gold & Silver Inc. - Common Shares,Basic Materials,,1.953,134.9,52.4,20.1,0.56,2.8,33.7,-5.0,26.65,3.92,0,3376,20260821
705,BOKF,BOK Financial Corporation - Common Stock,Financial Services,,1.953,35.8,55.6,28.3,0.37,-3.8,-0.5,-3.8,140.47,8.5,0,3376,20260821
706,DCOM,Dime Commercial Bancshares  Inc. Common ,Financial Services,,1.953,40.5,58.7,10.8,0.71,-1.3,3.1,-3.1,40.43,1.79,0,3376,20260821
707,CHRW,C.H. Robinson Worldwide  Inc. - Common S,Industrials,SP500,1.952,72.4,46.0,329.7,0.62,-4.7,-31.1,-32.4,141.63,16.81,0,3376,20260821
708,VSH,Vishay Intertechnology  Inc. Common Stoc,Technology,,1.952,182.1,46.0,144.2,0.53,-9.8,-22.5,-51.3,31.63,5.14,0,3376,20260821
709,HON,Honeywell International Inc. - Common St,Industrials,SP500,1.952,16.7,50.8,672.2,0.53,-7.7,-12.3,-16.5,215.9,76.99,0,3376,20260821
710,VMI,Valmont Industries  Inc. Common Stock,Industrials,,1.951,35.1,52.4,75.0,0.46,-1.9,-0.6,-16.6,485.83,9.41,0,3376,20260821
711,SKWD,Skyward Specialty Insurance Group  Inc. ,Financial Services,,1.95,18.3,58.7,30.6,0.72,-4.9,-3.0,-13.3,56.89,2.42,0,3376,20260821
712,FCNCA,First Citizens BancShares  Inc. - Class ,Financial Services,,1.949,15.1,54.0,115.6,0.42,-4.7,-1.3,-4.7,2183.54,25.27,0,3376,20260821
713,AMCR,Amcor plc Ordinary Shares,Consumer Cyclical,SP500,1.949,2.5,55.6,156.9,0.35,5.6,14.0,-1.1,48.59,21.94,0,3376,20260821
